id;id_prod;id_alm;cantidad
1495;2654;2;71
1496;2640;2;77
1497;2664;2;77
1498;2633;2;80
1499;2726;2;81
1500;2625;2;94
1501;2503;2;96
1502;2487;2;100
1503;2562;2;100
1504;2668;2;101
1505;2488;2;106
1506;3465;2;110
1507;2646;2;137
1508;4754;2;150
1509;2498;2;152
1510;2504;2;165
1511;2497;2;196
1512;2499;2;222
1513;2634;2;233
1514;2665;2;269
1515;2897;2;270
1516;3336;2;336
1517;4776;2;339
1518;2627;2;354
1519;2501;2;388
1520;2657;2;860
1521;2688;2;1435
1522;1411;2;1
1523;1410;2;2
1524;3444;2;1
1525;2431;2;2
1526;2412;2;2
1527;2409;2;2
1528;4451;2;3
1529;3242;2;3
1530;1970;2;3
1531;2030;2;3
1532;5052;2;3
1533;4849;2;3
1534;4408;2;4
1535;4500;2;5
1536;4501;2;5
1537;4503;2;5
1538;2359;2;5
1539;4819;2;5
1540;2554;2;6
1541;2553;2;6
1542;2479;2;7
1543;4255;2;7
1544;4350;2;8
1545;4432;2;9
1546;2455;2;9
1547;4409;2;10
1548;2006;2;12
1549;2538;2;14
1550;2380;2;14
1551;1999;2;15
1552;2307;2;15
1553;4484;2;14
1554;4809;2;23
1555;2555;2;24
1556;4552;2;25
1557;4498;2;21
1558;2337;2;26
1559;1982;2;28
1560;2422;2;38
1561;1921;2;109
1562;2025;2;151
1563;1944;2;195
1564;2029;2;200
1565;2026;2;205
1566;5134;2;38
1567;2599;2;56
1568;1311;2;5
1569;4587;2;8
1570;1971;2;18
1571;2910;2;400
1572;1307;2;160
1573;1309;2;80
1574;1297;2;150
1575;1299;2;300
1576;2556;2;250
1577;1301;2;14.2
1578;5185;2;0
1579;5203;2;10
